"year","month_name","month_number","country","max_emails_opened","total_customers","total_emails_sent_per_country"
"2021","April","4","Malaysia","2","698","588"
"2021","April","4","Maldives","29","520","363"
"2021","April","4","Malta","20","1475","720"
"2021","April","4","Marshall Islands","25","288","482"
"2021","April","4","Martinique","45","1179","756"
"2021","April","4","Mauritania","2","280","1304"
"2021","April","4","Mauritius","19","896","841"
"2021","April","4","Mayotte","32","1013","430"
"2021","April","4","Mexico","433","870","782"
"2021","April","4","Micronesia","144","1163","1833"
"2021","April","4","Monaco","76","1149","876"
"2021","April","4","Mongolia","216","1391","1904"
"2021","April","4","Montenegro","39","925","2071"
"2021","April","4","Mozambique","50","812","93"
"2021","April","4","Myanmar","10","1435","729"
"2021","April","4","Namibia","188","481","657"
"2021","April","4","Nauru","7","790","584"
"2021","April","4","Netherlands","68","1414","2093"
"2021","April","4","Netherlands Antilles","286","1433","2346"
"2021","April","4","New Zealand","23","316","2430"
"2021","April","4","Nicaragua","11","104","999"
"2021","April","4","Niger","50","627","1432"
"2021","April","4","Nigeria","19","1207","990"
"2021","April","4","Niue","12","216","982"
"2021","April","4","Norfolk Island","115","1081","3395"
"2021","April","4","Northern Mariana Islands","30","1198","1655"
"2021","April","4","Norway","1","1652","2571"
"2021","April","4","Oman","288","668","817"
"2021","April","4","Pakistan","110","531","1993"
"2021","April","4","Palau","10","20","1162"
"2021","April","4","Palestinian Territory","87","263","1723"
"2021","April","4","Panama","19","754","5117"
"2021","April","4","Papua New Guinea","106","804","823"
"2021","April","4","Philippines","264","569","2028"
"2021","April","4","Pitcairn Islands","54","230","3648"
"2021","April","4","Poland","5","1559","1620"
"2021","April","4","Portugal","11","226","398"
"2021","April","4","Puerto Rico","93","792","325"
"2021","April","4","Qatar","17","625","117"
"2021","April","4","Republic of Korea","126","1232","2589"
"2021","April","4","Reunion","20","299","239"
"2021","April","4","Romania","58","1454","1062"
"2021","April","4","Russian Federation","30","581","2566"
"2021","April","4","Rwanda","272","1913","2364"
"2021","April","4","Saint Helena","12","1401","721"
"2021","April","4","San Marino","46","818","956"
"2021","April","4","Sao Tome and Principe","450","992","1049"
"2021","April","4","Saudi Arabia","30","1037","534"
"2021","April","4","Senegal","38","1383","1145"
"2021","April","4","Sierra Leone","267","810","1427"
"2021","April","4","Slovenia","14","272","608"
"2021","April","4","Somalia","41","835","1109"
"2021","April","4","South Africa","134","510","2447"
"2021","April","4","South Georgia and the South Sandwich Islands","12","977","375"
"2021","April","4","Spain","54","555","831"
"2021","April","4","Suriname","79","139","2119"
"2021","April","4","Sweden","32","528","136"
"2021","April","4","Switzerland","47","1396","1438"
"2021","April","4","Syrian Arab Republic","29","1293","2726"
"2021","April","4","Tajikistan","19","231","1365"
"2021","April","4","Thailand","120","317","1076"
"2021","April","4","Timor-Leste","2","928","801"
"2021","April","4","Togo","176","895","2232"
"2021","April","4","Tokelau","115","1532","1757"
"2021","April","4","Tonga","201","331","556"
"2021","April","4","Trinidad and Tobago","66","808","688"
"2021","April","4","Tunisia","150","608","2004"
"2021","April","4","Turkey","25","297","463"
"2021","April","4","Turkmenistan","1","432","637"
"2021","April","4","Tuvalu","294","962","1642"
"2021","April","4","Uganda","244","1825","2571"
"2021","April","4","Ukraine","94","747","1948"
"2021","April","4","United Kingdom","70","638","2107"
"2021","April","4","United States Minor Outlying Islands","411","286","1620"
"2021","April","4","United States of America","2","64","2366"
"2021","April","4","Uruguay","500","542","1130"
"2021","April","4","Uzbekistan","8","669","414"
"2021","April","4","Vanuatu","25","177","928"
"2021","April","4","Venezuela","19","659","1318"
"2021","April","4","Vietnam","65","2170","1469"
"2021","April","4","Virgin Islands, British","90","306","1316"
"2021","April","4","Wallis and Futuna","54","638","2333"
"2021","April","4","Western Sahara","331","912","1052"
"2021","April","4","Zambia","155","1041","1442"
"2021","April","4","Zimbabwe","12","478","2916"
"2021","May","5","Afghanistan","38","508","381"
"2021","May","5","Albania","60","721","1019"
"2021","May","5","Algeria","39","1235","2313"
"2021","May","5","American Samoa","254","2644","2483"
"2021","May","5","Angola","29","687","1225"
"2021","May","5","Antarctica (the territory South of 60 deg S)","63","125","384"
"2021","May","5","Armenia","167","1114","1177"
"2021","May","5","Aruba","456","947","2267"
"2021","May","5","Australia","58","1546","3042"
"2021","May","5","Austria","56","1033","325"
"2021","May","5","Azerbaijan","23","901","292"
"2021","May","5","Bahamas","44","926","1398"
"2021","May","5","Bangladesh","160","1299","3904"
"2021","May","5","Barbados","76","1163","1518"
"2021","May","5","Belarus","14","527","45"
"2021","May","5","Belgium","5","978","974"
"2021","May","5","Belize","72","2012","2343"
"2021","May","5","Benin","6","947","481"
"2021","May","5","Bhutan","62","1219","1076"
"2021","May","5","Bolivia","14","1512","772"
"2021","May","5","Botswana","84","90","1313"
"2021","May","5","Bouvet Island (Bouvetoya)","16","491","623"
"2021","May","5","Brazil","105","724","1281"
"2021","May","5","British Indian Ocean Territory (Chagos Archipelago)","62","328","1161"
"2021","May","5","Brunei Darussalam","49","1845","2273"
"2021","May","5","Bulgaria","15","719","1075"
"2021","May","5","Burkina Faso","158","1895","958"
"2021","May","5","Burundi","9","714","2729"
"2021","May","5","Cambodia","6","160","1839"
"2021","May","5","Cameroon","8","154","1532"
"2021","May","5","Canada","213","414","1122"
"2021","May","5","Cayman Islands","13","418","607"
"2021","May","5","Central African Republic","3","228","45"
"2021","May","5","Christmas Island","97","2654","3921"
"2021","May","5","Cocos (Keeling) Islands","22","1236","1582"
"2021","May","5","Colombia","95","1555","1108"
"2021","May","5","Congo","1","768","1105"
"2021","May","5","Cook Islands","22","92","977"
"2021","May","5","Cote d'Ivoire","25","1493","1013"
"2021","May","5","Croatia","7","86","775"
"2021","May","5","Cuba","21","415","2350"
"2021","May","5","Czech Republic","78","3020","1630"
"2021","May","5","Democratic People's Republic of Korea","103","844","925"
"2021","May","5","Denmark","139","3420","1836"
"2021","May","5","Djibouti","6","1181","1551"
"2021","May","5","Dominica","1","854","2223"
"2021","May","5","Ecuador","316","1503","3083"
"2021","May","5","Egypt","4","156","63"
"2021","May","5","El Salvador","40","993","312"
"2021","May","5","Equatorial Guinea","21","857","900"
"2021","May","5","Eritrea","70","491","1791"
"2021","May","5","Estonia","116","4387","1903"
"2021","May","5","Falkland Islands (Malvinas)","47","873","1165"
"2021","May","5","Faroe Islands","20","128","716"
"2021","May","5","Fiji","4","999","4"
"2021","May","5","France","120","1055","1051"
"2021","May","5","French Guiana","308","47","2095"
"2021","May","5","French Polynesia","19","819","2604"
"2021","May","5","French Southern Territories","94","372","1137"
"2021","May","5","Gabon","65","352","2478"
"2021","May","5","Gambia","500","1628","1560"
"2021","May","5","Georgia","6","284","1617"
"2021","May","5","Germany","142","1736","585"
"2021","May","5","Ghana","133","347","918"
"2021","May","5","Gibraltar","83","334","769"
"2021","May","5","Greece","313","1778","2173"
"2021","May","5","Greenland","3","349","789"
"2021","May","5","Grenada","113","964","1781"
"2021","May","5","Guadeloupe","34","3369","2552"
"2021","May","5","Guatemala","156","848","3087"
"2021","May","5","Guernsey","424","872","1428"
"2021","May","5","Guinea","18","1889","509"
"2021","May","5","Guyana","1","742","1531"
"2021","May","5","Haiti","300","741","1453"
"2021","May","5","Holy See (Vatican City State)","2","241","1266"
"2021","May","5","Honduras","116","726","591"
"2021","May","5","Hong Kong","70","1424","1350"
"2021","May","5","Hungary","23","199","1878"
"2021","May","5","Iceland","315","772","2015"
"2021","May","5","India","32","626","966"
"2021","May","5","Indonesia","70","719","665"
"2021","May","5","Iran","363","519","1636"
"2021","May","5","Iraq","2","957","364"
"2021","May","5","Ireland","15","351","1846"
"2021","May","5","Isle of Man","38","1279","1830"
"2021","May","5","Israel","21","1410","3052"
"2021","May","5","Italy","1","372","698"
"2021","May","5","Jamaica","247","1408","1874"
"2021","May","5","Japan","1","150","299"
"2021","May","5","Jersey","98","1048","1330"
"2021","May","5","Jordan","11","404","1158"
"2021","May","5","Kazakhstan","48","285","380"
"2021","May","5","Kenya","43","891","1270"
"2021","May","5","Kiribati","99","461","1764"
"2021","May","5","Kyrgyz Republic","190","1821","906"
"2021","May","5","Lebanon","6","883","462"
"2021","May","5","Lesotho","10","1038","651"
"2021","May","5","Liberia","60","1521","1378"
"2021","May","5","Libyan Arab Jamahiriya","36","1536","1993"
"2021","May","5","Liechtenstein","33","1067","841"
"2021","May","5","Lithuania","44","1133","1918"
"2021","May","5","Luxembourg","500","1212","920"
"2021","May","5","Macedonia","9","596","1195"
"2021","May","5","Malawi","48","1085","2198"
"2021","May","5","Malaysia","17","126","588"
"2021","May","5","Mali","36","207","672"
"2021","May","5","Malta","169","753","720"
"2021","May","5","Martinique","10","916","756"
"2021","May","5","Mauritius","266","2333","841"
"2021","May","5","Mexico","14","278","782"
"2021","May","5","Micronesia","25","211","1833"
"2021","May","5","Moldova","16","744","1294"
"2021","May","5","Monaco","295","890","876"
"2021","May","5","Mongolia","15","912","1904"
"2021","May","5","Montenegro","305","2769","2071"
"2021","May","5","Myanmar","100","1942","729"
"2021","May","5","Nauru","66","1136","584"
"2021","May","5","Nepal","19","718","199"
"2021","May","5","Netherlands","135","1472","2093"
"2021","May","5","Netherlands Antilles","33","1869","2346"
"2021","May","5","New Caledonia","14","262","340"
"2021","May","5","New Zealand","15","659","2430"
"2021","May","5","Nicaragua","14","516","999"
"2021","May","5","Niger","413","1498","1432"
"2021","May","5","Nigeria","335","1726","990"
"2021","May","5","Norfolk Island","7","443","3395"
"2021","May","5","Northern Mariana Islands","23","917","1655"
"2021","May","5","Norway","81","1713","2571"
"2021","May","5","Oman","5","570","817"
"2021","May","5","Pakistan","165","253","1993"
"2021","May","5","Palau","116","915","1162"
"2021","May","5","Palestinian Territory","1","263","1723"
"2021","May","5","Panama","234","1684","5117"
"2021","May","5","Papua New Guinea","125","755","823"
"2021","May","5","Paraguay","3","560","2028"
"2021","May","5","Peru","12","523","581"
"2021","May","5","Philippines","21","153","2028"
"2021","May","5","Pitcairn Islands","500","326","3648"
"2021","May","5","Poland","45","719","1620"
"2021","May","5","Portugal","19","91","398"
"2021","May","5","Puerto Rico","37","792","325"
"2021","May","5","Republic of Korea","40","1129","2589"
"2021","May","5","Romania","86","464","1062"
"2021","May","5","Russian Federation","59","960","2566"
"2021","May","5","Rwanda","86","825","2364"
"2021","May","5","Saint Barthelemy","45","1834","2228"
"2021","May","5","Saint Helena","53","516","721"
"2021","May","5","Saint Kitts and Nevis","69","151","1206"
"2021","May","5","Saint Lucia","31","713","33"
"2021","May","5","Saint Martin","10","421","366"
"2021","May","5","Saint Pierre and Miquelon","179","1362","770"
"2021","May","5","Saint Vincent and the Grenadines","22","366","1449"
"2021","May","5","San Marino","153","2075","956"
"2021","May","5","Sao Tome and Principe","24","992","1049"
"2021","May","5","Senegal","7","888","1145"
"2021","May","5","Serbia","237","853","1277"
"2021","May","5","Seychelles","2","1800","1892"
"2021","May","5","Sierra Leone","61","229","1427"
"2021","May","5","Singapore","425","411","1580"
"2021","May","5","Slovakia (Slovak Republic)","48","1920","271"
"2021","May","5","Somalia","20","835","1109"
"2021","May","5","South Africa","31","672","2447"
"2021","May","5","South Georgia and the South Sandwich Islands","56","1213","375"
"2021","May","5","Sri Lanka","1","544","949"
"2021","May","5","Sudan","500","492","1966"
"2021","May","5","Suriname","435","250","2119"
"2021","May","5","Svalbard & Jan Mayen Islands","296","717","437"
"2021","May","5","Swaziland","1","395","1000"
"2021","May","5","Sweden","7","528","136"
"2021","May","5","Switzerland","13","1457","1438"
"2021","May","5","Syrian Arab Republic","500","1683","2726"
"2021","May","5","Taiwan","20","620","1054"
"2021","May","5","Tajikistan","6","231","1365"
"2021","May","5","Tanzania","221","3625","1232"
"2021","May","5","Timor-Leste","22","769","801"
"2021","May","5","Tokelau","137","912","1757"
"2021","May","5","Tonga","3","331","556"
"2021","May","5","Trinidad and Tobago","5","193","688"
"2021","May","5","Tunisia","88","182","2004"
"2021","May","5","Turkey","37","754","463"
"2021","May","5","Turkmenistan","88","942","637"
"2021","May","5","Turks and Caicos Islands","57","493","659"
"2021","May","5","Tuvalu","7","575","1642"
"2021","May","5","Ukraine","172","102","1948"
"2021","May","5","United Arab Emirates","30","704","839"
"2021","May","5","United Kingdom","82","1422","2107"
"2021","May","5","United States Minor Outlying Islands","125","1984","1620"
"2021","May","5","United States of America","67","1294","2366"
"2021","May","5","Uruguay","25","542","1130"
"2021","May","5","Uzbekistan","4","669","414"
"2021","May","5","Vanuatu","500","177","928"
"2021","May","5","Venezuela","13","298","1318"
"2021","May","5","Vietnam","46","2227","1469"
"2021","May","5","Virgin Islands, British","322","478","1316"
"2021","May","5","Virgin Islands, U.S.","34","256","1181"
"2021","May","5","Wallis and Futuna","2","766","2333"
"2021","May","5","Western Sahara","17","122","1052"
"2021","May","5","Yemen","19","1511","523"
"2021","May","5","Zambia","244","475","1442"
"2021","May","5","Zimbabwe","233","290","2916"
"2021","June","6","Cambodia","19","335","1839"
"2021","June","6","Canada","77","16","1122"
"2021","June","6","Cayman Islands","23","694","607"
"2021","June","6","Colombia","38","131","1108"
"2021","June","6","French Southern Territories","1","19","1137"
"2021","June","6","Gambia","8","408","1560"
"2021","June","6","Grenada","102","964","1781"
"2021","June","6","Hong Kong","12","676","1350"
"2021","June","6","Iceland","32","226","2015"
"2021","June","6","Iran","38","100","1636"
"2021","June","6","Latvia","1","62","138"
"2021","June","6","Libyan Arab Jamahiriya","191","1122","1993"
"2021","June","6","Liechtenstein","29","392","841"
"2021","June","6","Macedonia","93","596","1195"
"2021","June","6","Mexico","4","577","782"
"2021","June","6","Montenegro","98","102","2071"
"2021","June","6","Myanmar","7","783","729"
"2021","June","6","Netherlands","347","17","2093"
"2021","June","6","Nicaragua","7","419","999"
"2021","June","6","Norfolk Island","66","443","3395"
"2021","June","6","Peru","7","24","581"
"2021","June","6","Philippines","70","147","2028"
"2021","June","6","Republic of Korea","33","662","2589"
"2021","June","6","Sao Tome and Principe","13","992","1049"
"2021","June","6","Turkey","20","25","463"
"2021","June","6","Tuvalu","68","575","1642"
"2021","June","6","Ukraine","110","35","1948"
"2021","June","6","Zambia","5","130","1442"
"2021","June","6","Zimbabwe","20","480","2916"
"2021","July","7","Aruba","204","436","2267"
"2021","July","7","Australia","87","362","3042"
"2021","July","7","Belarus","6","527","45"
"2021","July","7","Belgium","392","192","974"
"2021","July","7","Bhutan","43","891","1076"
"2021","July","7","Cape Verde","2","251","1376"
"2021","July","7","Christmas Island","25","1","3921"
"2021","July","7","Cocos (Keeling) Islands","144","382","1582"
"2021","July","7","Cuba","4","307","2350"
"2021","July","7","Eritrea","118","470","1791"
"2021","July","7","Georgia","12","398","1617"
"2021","July","7","Hong Kong","213","676","1350"
"2021","July","7","Iran","53","459","1636"
"2021","July","7","Libyan Arab Jamahiriya","131","1040","1993"
"2021","July","7","Macedonia","75","596","1195"
"2021","July","7","Malaysia","8","479","588"
"2021","July","7","Marshall Islands","56","288","482"
"2021","July","7","Mauritania","61","360","1304"
"2021","July","7","Northern Mariana Islands","67","534","1655"
"2021","July","7","Pakistan","12","531","1993"
"2021","July","7","Palestinian Territory","45","303","1723"
"2021","July","7","Republic of Korea","1","191","2589"
"2021","July","7","Rwanda","125","287","2364"
"2021","July","7","Saudi Arabia","10","607","534"
"2021","July","7","Sri Lanka","4","603","949"
"2021","July","7","Suriname","500","250","2119"
"2021","July","7","Ukraine","12","35","1948"
"2021","July","7","United States Minor Outlying Islands","60","288","1620"
"2021","July","7","Vanuatu","6","177","928"
"2021","August","8","Albania","6","736","1019"
"2021","August","8","Algeria","60","998","2313"
"2021","August","8","American Samoa","324","144","2483"
"2021","August","8","Angola","1","553","1225"
"2021","August","8","Antigua and Barbuda","16","240","435"
"2021","August","8","Armenia","1","194","1177"
"2021","August","8","Australia","148","749","3042"
"2021","August","8","Austria","25","1000","325"
"2021","August","8","Bahamas","500","441","1398"
"2021","August","8","Bangladesh","61","933","3904"
"2021","August","8","Barbados","4","332","1518"
"2021","August","8","Belize","19","1956","2343"
"2021","August","8","Benin","22","984","481"
"2021","August","8","Bhutan","148","1464","1076"
"2021","August","8","Bolivia","11","440","772"
"2021","August","8","Brazil","48","1216","1281"
"2021","August","8","British Indian Ocean Territory (Chagos Archipelago)","53","328","1161"
"2021","August","8","Brunei Darussalam","16","196","2273"
"2021","August","8","Burkina Faso","9","1006","958"
"2021","August","8","Burundi","23","563","2729"
"2021","August","8","Cameroon","194","585","1532"
"2021","August","8","Canada","13","16","1122"
"2021","August","8","Cape Verde","26","1259","1376"
"2021","August","8","Chile","45","63","354"
"2021","August","8","Christmas Island","31","1","3921"
"2021","August","8","Cocos (Keeling) Islands","305","1375","1582"
"2021","August","8","Colombia","6","847","1108"
"2021","August","8","Comoros","86","639","1219"
"2021","August","8","Congo","144","1638","1105"
"2021","August","8","Cook Islands","268","12","977"
"2021","August","8","Croatia","15","111","775"
"2021","August","8","Czech Republic","48","1569","1630"
"2021","August","8","Democratic People's Republic of Korea","8","641","925"
"2021","August","8","Denmark","10","860","1836"
"2021","August","8","Djibouti","19","715","1551"
"2021","August","8","Dominica","17","854","2223"
"2021","August","8","Ecuador","500","326","3083"
"2021","August","8","Eritrea","77","772","1791"
"2021","August","8","Estonia","7","912","1903"
"2021","August","8","Falkland Islands (Malvinas)","30","729","1165"
"2021","August","8","Finland","77","1246","1319"
"2021","August","8","French Polynesia","190","945","2604"
"2021","August","8","French Southern Territories","1","19","1137"
"2021","August","8","Gabon","16","27","2478"
"2021","August","8","Georgia","26","284","1617"
"2021","August","8","Ghana","79","405","918"
"2021","August","8","Gibraltar","25","845","769"
"2021","August","8","Greece","22","1135","2173"
"2021","August","8","Greenland","10","427","789"
"2021","August","8","Guadeloupe","65","2241","2552"
"2021","August","8","Guatemala","61","848","3087"
"2021","August","8","Haiti","4","143","1453"
"2021","August","8","Heard Island and McDonald Islands","103","169","346"
"2021","August","8","Hungary","1","5","1878"
"2021","August","8","Iceland","500","751","2015"
"2021","August","8","India","19","626","966"
"2021","August","8","Indonesia","10","519","665"
"2021","August","8","Iraq","3","255","364"
"2021","August","8","Ireland","74","253","1846"
"2021","August","8","Jamaica","101","447","1874"
"2021","August","8","Japan","72","604","299"
"2021","August","8","Kenya","175","1080","1270"
"2021","August","8","Latvia","2","62","138"
"2021","August","8","Liberia","31","914","1378"
"2021","August","8","Libyan Arab Jamahiriya","8","1304","1993"
"2021","August","8","Lithuania","44","613","1918"
"2021","August","8","Macedonia","40","948","1195"
"2021","August","8","Madagascar","5","733","716"
"2021","August","8","Malawi","236","1646","2198"
"2021","August","8","Malaysia","2","219","588"
"2021","August","8","Malta","19","1099","720"
"2021","August","8","Martinique","20","1030","756"
"2021","August","8","Mauritania","195","280","1304"
"2021","August","8","Mauritius","8","540","841"
"2021","August","8","Mayotte","330","702","430"
"2021","August","8","Micronesia","279","2370","1833"
"2021","August","8","Moldova","500","744","1294"
"2021","August","8","Mongolia","101","573","1904"
"2021","August","8","Montenegro","260","2025","2071"
"2021","August","8","Myanmar","7","501","729"
"2021","August","8","Namibia","17","481","657"
"2021","August","8","Netherlands Antilles","340","3203","2346"
"2021","August","8","New Zealand","30","579","2430"
"2021","August","8","Nicaragua","7","104","999"
"2021","August","8","Nigeria","24","682","990"
"2021","August","8","Niue","399","216","982"
"2021","August","8","Northern Mariana Islands","433","928","1655"
"2021","August","8","Norway","5","281","2571"
"2021","August","8","Oman","16","138","817"
"2021","August","8","Pakistan","8","78","1993"
"2021","August","8","Palau","10","849","1162"
"2021","August","8","Palestinian Territory","71","780","1723"
"2021","August","8","Panama","29","1761","5117"
"2021","August","8","Paraguay","190","312","2028"
"2021","August","8","Philippines","26","915","2028"
"2021","August","8","Pitcairn Islands","500","1136","3648"
"2021","August","8","Qatar","63","1322","117"
"2021","August","8","Russian Federation","107","938","2566"
"2021","August","8","Rwanda","38","428","2364"
"2021","August","8","Saint Barthelemy","500","1319","2228"
"2021","August","8","Saint Helena","28","516","721"
"2021","August","8","Saint Martin","27","421","366"
"2021","August","8","Saudi Arabia","1","607","534"
"2021","August","8","Senegal","16","888","1145"
"2021","August","8","Serbia","117","853","1277"
"2021","August","8","Seychelles","1","844","1892"
"2021","August","8","Sierra Leone","38","521","1427"
"2021","August","8","Singapore","41","38","1580"
"2021","August","8","Slovenia","38","323","608"
"2021","August","8","South Africa","432","369","2447"
"2021","August","8","Spain","5","555","831"
"2021","August","8","Sri Lanka","15","1137","949"
"2021","August","8","Suriname","46","494","2119"
"2021","August","8","Svalbard & Jan Mayen Islands","15","717","437"
"2021","August","8","Switzerland","12","61","1438"
"2021","August","8","Timor-Leste","17","482","801"
"2021","August","8","Uganda","37","254","2571"
"2021","August","8","Ukraine","16","327","1948"
"2021","August","8","United Arab Emirates","1","731","839"
"2021","August","8","United States Minor Outlying Islands","61","411","1620"
"2021","August","8","United States of America","21","628","2366"
"2021","August","8","Uruguay","28","671","1130"
"2021","August","8","Vietnam","290","952","1469"
"2021","August","8","Virgin Islands, British","79","306","1316"
"2021","August","8","Western Sahara","131","805","1052"
"2021","August","8","Zambia","171","1256","1442"
"2021","August","8","Zimbabwe","2","480","2916"
"2021","September","9","Albania","10","736","1019"
"2021","September","9","Algeria","500","1554","2313"
"2021","September","9","American Samoa","84","703","2483"
"2021","September","9","Angola","1","666","1225"
"2021","September","9","Antarctica (the territory South of 60 deg S)","6","700","384"
"2021","September","9","Armenia","31","119","1177"
"2021","September","9","Aruba","24","142","2267"
"2021","September","9","Australia","80","821","3042"
"2021","September","9","Azerbaijan","17","392","292"
"2021","September","9","Bahamas","68","264","1398"
"2021","September","9","Bahrain","202","1499","632"
"2021","September","9","Bangladesh","500","1252","3904"
"2021","September","9","Benin","33","757","481"
"2021","September","9","Bermuda","32","209","1142"
"2021","September","9","Bhutan","64","2051","1076"
"2021","September","9","Bolivia","58","572","772"
"2021","September","9","Bouvet Island (Bouvetoya)","37","491","623"
"2021","September","9","Brazil","25","178","1281"
"2021","September","9","British Indian Ocean Territory (Chagos Archipelago)","419","1764","1161"
"2021","September","9","Brunei Darussalam","1","567","2273"
"2021","September","9","Burundi","231","684","2729"
"2021","September","9","Cameroon","26","1485","1532"
"2021","September","9","Cayman Islands","185","276","607"
"2021","September","9","Central African Republic","1","228","45"
"2021","September","9","Chad","75","449","1277"
"2021","September","9","Chile","1","383","354"
"2021","September","9","Cocos (Keeling) Islands","15","483","1582"
"2021","September","9","Comoros","23","1329","1219"
"2021","September","9","Congo","152","750","1105"
"2021","September","9","Cote d'Ivoire","18","1508","1013"
"2021","September","9","Cuba","307","1354","2350"
"2021","September","9","Cyprus","24","734","1258"
"2021","September","9","Denmark","47","1498","1836"
"2021","September","9","Djibouti","85","715","1551"
"2021","September","9","Dominica","198","935","2223"
"2021","September","9","Dominican Republic","93","198","98"
"2021","September","9","Ecuador","210","1520","3083"
"2021","September","9","Equatorial Guinea","2","186","900"
"2021","September","9","Eritrea","500","1247","1791"
"2021","September","9","Estonia","232","2725","1903"
"2021","September","9","Falkland Islands (Malvinas)","70","339","1165"
"2021","September","9","Faroe Islands","2","22","716"
"2021","September","9","Finland","16","1663","1319"
"2021","September","9","France","165","2698","1051"
"2021","September","9","French Guiana","169","204","2095"
"2021","September","9","French Polynesia","26","295","2604"
"2021","September","9","French Southern Territories","35","840","1137"
"2021","September","9","Gabon","91","520","2478"
"2021","September","9","Gambia","41","350","1560"
"2021","September","9","Georgia","130","1082","1617"
"2021","September","9","Germany","53","811","585"
"2021","September","9","Greece","115","394","2173"
"2021","September","9","Greenland","25","266","789"
"2021","September","9","Grenada","196","1186","1781"
"2021","September","9","Guadeloupe","97","1507","2552"
"2021","September","9","Guam","3","866","1906"
"2021","September","9","Guatemala","1","971","3087"
"2021","September","9","Guernsey","1","758","1428"
"2021","September","9","Guyana","3","1364","1531"
"2021","September","9","Haiti","17","244","1453"
"2021","September","9","Holy See (Vatican City State)","64","310","1266"
"2021","September","9","Hong Kong","8","918","1350"
"2021","September","9","Hungary","2","199","1878"
"2021","September","9","Iceland","24","772","2015"
"2021","September","9","India","58","315","966"
"2021","September","9","Ireland","145","678","1846"
"2021","September","9","Isle of Man","11","386","1830"
"2021","September","9","Israel","500","395","3052"
"2021","September","9","Italy","19","372","698"
"2021","September","9","Jamaica","500","447","1874"
"2021","September","9","Jersey","44","374","1330"
"2021","September","9","Jordan","24","1453","1158"
"2021","September","9","Kazakhstan","18","285","380"
"2021","September","9","Kiribati","59","962","1764"
"2021","September","9","Lao People's Democratic Republic","9","583","697"
"2021","September","9","Latvia","17","62","138"
"2021","September","9","Lesotho","17","631","651"
"2021","September","9","Liberia","102","872","1378"
"2021","September","9","Liechtenstein","148","355","841"
"2021","September","9","Lithuania","13","574","1918"
"2021","September","9","Macedonia","13","1059","1195"
"2021","September","9","Madagascar","5","868","716"
"2021","September","9","Malawi","52","134","2198"
"2021","September","9","Maldives","25","520","363"
"2021","September","9","Malta","1","753","720"
"2021","September","9","Martinique","3","792","756"
"2021","September","9","Mauritius","107","540","841"
"2021","September","9","Micronesia","45","633","1833"
"2021","September","9","Moldova","48","744","1294"
"2021","September","9","Monaco","452","890","876"
"2021","September","9","Mongolia","111","912","1904"
"2021","September","9","Montenegro","59","979","2071"
"2021","September","9","Montserrat","14","665","578"
"2021","September","9","Morocco","3","308","299"
"2021","September","9","Mozambique","21","812","93"
"2021","September","9","Myanmar","18","908","729"
"2021","September","9","Namibia","1","481","657"
"2021","September","9","Nauru","1","597","584"
"2021","September","9","Netherlands Antilles","393","2560","2346"
"2021","September","9","New Caledonia","269","262","340"
"2021","September","9","New Zealand","33","1252","2430"
"2021","September","9","Nicaragua","1","245","999"
"2021","September","9","Niger","1","627","1432"
"2021","September","9","Nigeria","118","815","990"
"2021","September","9","Norfolk Island","69","165","3395"
"2021","September","9","Norway","2","407","2571"
"2021","September","9","Oman","2","530","817"
"2021","September","9","Pakistan","21","78","1993"
"2021","September","9","Palau","139","1481","1162"
"2021","September","9","Palestinian Territory","269","425","1723"
"2021","September","9","Panama","65","397","5117"
"2021","September","9","Paraguay","500","773","2028"
"2021","September","9","Peru","10","670","581"
"2021","September","9","Pitcairn Islands","294","1180","3648"
"2021","September","9","Poland","20","1296","1620"
"2021","September","9","Portugal","3","135","398"
"2021","September","9","Republic of Korea","475","1167","2589"
"2021","September","9","Reunion","16","275","239"
"2021","September","9","Russian Federation","308","1302","2566"
"2021","September","9","Saint Barthelemy","50","583","2228"
"2021","September","9","Saint Helena","70","828","721"
"2021","September","9","Saint Kitts and Nevis","108","402","1206"
"2021","September","9","Saint Martin","53","421","366"
"2021","September","9","Saint Pierre and Miquelon","57","780","770"
"2021","September","9","San Marino","13","907","956"
"2021","September","9","Senegal","193","621","1145"
"2021","September","9","Seychelles","500","178","1892"
"2021","September","9","Sierra Leone","291","94","1427"
"2021","September","9","Singapore","167","769","1580"
"2021","September","9","Slovenia","34","323","608"
"2021","September","9","Solomon Islands","176","571","210"
"2021","September","9","Somalia","108","910","1109"
"2021","September","9","South Georgia and the South Sandwich Islands","42","490","375"
"2021","September","9","Spain","47","995","831"
"2021","September","9","Sri Lanka","30","744","949"
"2021","September","9","Suriname","500","250","2119"
"2021","September","9","Swaziland","28","395","1000"
"2021","September","9","Sweden","19","528","136"
"2021","September","9","Switzerland","15","88","1438"
"2021","September","9","Syrian Arab Republic","49","552","2726"
"2021","September","9","Taiwan","151","659","1054"
"2021","September","9","Tajikistan","151","869","1365"
"2021","September","9","Timor-Leste","126","1251","801"
"2021","September","9","Togo","236","2186","2232"
"2021","September","9","Tokelau","155","1532","1757"
"2021","September","9","Tonga","118","1030","556"
"2021","September","9","Trinidad and Tobago","24","585","688"
"2021","September","9","Tunisia","4","365","2004"
"2021","September","9","Turkey","1","851","463"
